gene_id	gene_name	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N061011_untreated	N061011_dex
ENSG00000232564.1	RP4-591N18.2	0	0	0	0	0	1	0	0
ENSG00000252124.1	AL031594.1	0	0	1	0	0	0	0	0
ENSG00000172912.4	COX6B1P3	0	0	0	0	0	0	0	0
ENSG00000230071.2	RPL4P6	3	0	2	3	4	5	0	3
ENSG00000231907.2	GAPDHP37	0	0	0	0	0	0	0	0
ENSG00000128285.4	MCHR1	16	0	13	0	11	1	15	0
ENSG00000100372.10	SLC25A17	240	191	229	190	266	356	223	219
ENSG00000230769.1	RP3-408N23.4	2	1	2	0	1	2	0	1
ENSG00000233603.1	JTBP1	0	1	0	0	1	0	0	0
ENSG00000266594.1	MIR4766	0	0	0	0	0	0	0	0
ENSG00000100380.8	ST13	5844	4443	6824	3333	7430	6332	5049	4647
ENSG00000196236.8	XPNPEP3	306	214	378	261	408	445	288	299
ENSG00000172404.4	DNAJB7	0	1	0	0	0	0	0	1
ENSG00000238887.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000200683.1	RNU6-379P	0	0	0	0	0	0	0	0
ENSG00000100387.8	RBX1	344	303	320	256	304	395	273	303
ENSG00000222698.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000266175.1	AL080243.1	0	0	0	0	0	0	0	0
ENSG00000237214.2	RP11-12M9.3	11	12	3	3	5	8	7	2
ENSG00000199515.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000213857.3	RP11-12M9.4	0	0	0	2	0	1	0	1
ENSG00000100393.9	EP300	2411	2267	2633	1595	2866	3690	1984	2546
ENSG00000221160.1	MIR1281	0	0	0	0	0	0	0	0
ENSG00000252859.1	RNU6-375P	0	0	0	0	0	0	0	0
ENSG00000232754.1	RP1-85F18.6	0	0	1	0	0	0	0	0
ENSG00000231993.1	RP1-85F18.5	0	2	2	0	1	2	0	0
ENSG00000215771.2	LRRC37A14P	0	0	0	0	0	0	3	0
ENSG00000100395.10	L3MBTL2	367	283	485	207	418	514	319	264
ENSG00000235513.1	RP4-756G23.5	54	19	80	8	60	14	65	15
ENSG00000100399.11	CHADL	30	13	46	14	24	17	18	20
ENSG00000100401.15	RANGAP1	1612	1858	1879	1427	2477	3708	1503	1949
ENSG00000269104.1	AL035681.1	1	0	1	0	0	1	0	0
ENSG00000100403.10	ZC3H7B	4013	3482	4297	2257	5342	7294	3291	3447
ENSG00000167074.10	TEF	521	219	482	383	495	372	415	373
ENSG00000199865.1	RNU6-495P	0	0	0	0	0	0	0	0
ENSG00000273424.1	CTA-223H9.9	3	0	4	0	0	2	0	2
ENSG00000183864.4	TOB2	2279	2443	2216	1785	2222	2888	1950	2527
ENSG00000100410.3	PHF5A	277	265	255	171	296	395	208	227
ENSG00000100412.11	ACO2	1193	1134	1367	738	1358	1567	908	1170
ENSG00000100413.12	POLR3H	685	650	814	466	826	1192	744	629
ENSG00000172346.10	CSDC2	887	657	989	450	547	453	1077	824
ENSG00000100417.7	PMM1	729	695	743	490	786	1004	524	766
ENSG00000100418.7	DESI1	580	580	635	409	738	825	514	625
ENSG00000196419.8	XRCC6	4803	4168	5611	3105	5345	6237	3867	3782
ENSG00000200332.1	Y_RNA	0	0	0	1	0	1	0	0
ENSG00000100138.9	NHP2L1	1213	1153	1325	665	1288	1767	956	1049
ENSG00000207457.1	RNU6-476P	0	1	0	0	0	0	1	0
ENSG00000184208.10	C22orf46	469	358	621	332	520	586	398	421
ENSG00000255782.1	Z83840.1	0	0	0	0	0	0	0	0
ENSG00000167077.8	MEI1	5	0	9	9	10	7	6	5
ENSG00000231261.1	HMGN2P10	0	0	0	0	0	0	0	0
ENSG00000252603.1	RNU6ATAC22P	0	0	0	0	0	0	0	0
ENSG00000206813.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000100147.9	CCDC134	38	26	46	25	61	51	48	30
ENSG00000184068.2	RP5-821D11.7	18	14	35	15	28	25	18	17
ENSG00000198911.7	SREBF2	2875	1589	2843	1129	2138	2013	1508	1683
ENSG00000207932.1	MIR33A	0	0	1	1	0	0	0	0
ENSG00000234965.1	SHISA8	0	0	0	0	0	0	0	0
ENSG00000260655.1	CTA-250D10.23	1	0	0	1	3	1	1	2
ENSG00000263463.1	MIR378I	0	0	0	0	1	1	1	0
ENSG00000159958.3	TNFRSF13C	0	0	2	1	3	3	1	0
ENSG00000100162.10	CENPM	14	6	5	2	11	13	4	3
ENSG00000205704.5	LINC00634	1	0	0	0	0	0	0	0
ENSG00000100167.15	SEPT3	40	23	28	3	20	14	14	2
ENSG00000224883.1	CTA-250D10.19	0	0	0	0	0	0	0	0
ENSG00000183066.10	WBP2NL	5	8	18	5	15	10	9	6
ENSG00000215347.3	SLC25A5P1	0	2	3	1	1	3	1	1
ENSG00000198951.7	NAGA	922	676	1237	621	1076	1255	892	881
ENSG00000177096.4	FAM109B	157	160	114	59	126	163	88	113
ENSG00000238498.1	snoU13	0	1	1	0	0	1	0	0
ENSG00000183172.8	SMDT1	102	56	97	65	86	99	100	79
ENSG00000184983.5	NDUFA6	266	238	268	156	286	310	231	242
ENSG00000270083.1	RP1-257I20.14	0	0	0	0	0	0	0	0
ENSG00000237037.5	NDUFA6-AS1	36	19	13	9	9	6	6	7
ENSG00000213790.2	OLA1P1	0	0	0	0	0	0	0	0
ENSG00000100197.16	CYP2D6	2	1	3	1	1	1	3	1
ENSG00000227370.1	RP4-669P10.19	1	1	0	0	0	1	0	1
ENSG00000232710.1	RP4-669P10.16	0	0	0	0	0	0	0	0
ENSG00000205702.6	CYP2D7P1	2	6	3	2	5	3	5	3
ENSG00000226450.2	CYP2D8P1	0	1	1	1	0	1	1	2
ENSG00000100207.14	TCF20	38	15	41	26	25	46	37	21
ENSG00000182057.4	Z83851.3	1	1	3	0	5	7	10	3
ENSG00000233903.2	Z83851.4	4	4	7	4	7	11	1	5
ENSG00000273366.1	CTA-989H11.1	3	1	5	3	3	1	2	0
ENSG00000229891.1	Z83851.1	44	26	37	16	13	3	13	8
ENSG00000235568.2	NFAM1	4	1	10	2	2	2	3	1
ENSG00000230107.1	CTA-126B4.7	1	0	0	0	0	0	0	0
ENSG00000172250.10	SERHL	17	13	19	14	28	23	14	14
ENSG00000189306.6	RRP7A	492	399	465	259	554	717	674	680
ENSG00000265106.1	Z93241.1	1	0	0	0	0	0	0	0
ENSG00000183569.13	SERHL2	34	31	33	21	34	35	23	12
ENSG00000182841.8	RRP7B	95	70	99	34	86	122	45	43
ENSG00000202058.1	RN7SKP80	2	1	1	2	4	2	2	3
ENSG00000251913.1	RNU6-513P	0	0	0	0	0	0	0	0
ENSG00000100227.13	POLDIP3	1922	1525	2002	989	1915	2107	1580	1513
ENSG00000270022.2	RNU12	1	6	1	7	1	4	2	7
ENSG00000100243.16	CYB5R3	11759	12461	16089	9357	16188	21877	9508	13344
ENSG00000249222.1	ATP5L2	2	0	0	1	0	0	0	1
ENSG00000128274.11	A4GALT	826	1156	1364	1029	1331	1808	938	1711
ENSG00000200448.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000234009.1	RPL5P34	95	105	90	70	130	139	88	77
ENSG00000229608.1	GOLGA2P4	0	0	0	0	0	1	0	0
ENSG00000242247.6	ARFGAP3	934	860	944	547	1091	1294	868	841
ENSG00000100266.13	PACSIN2	857	1033	975	702	870	1720	738	1246
ENSG00000226989.1	AL049758.2	0	0	0	0	0	0	0	0
ENSG00000230319.1	AL022476.2	11	9	8	4	3	8	6	5
ENSG00000100271.12	TTLL1	281	172	305	139	292	315	197	194
ENSG00000234735.1	AL022237.3	0	0	0	0	0	0	0	0
ENSG00000100290.2	BIK	0	0	0	0	1	1	0	1
ENSG00000100294.8	MCAT	171	160	198	120	197	276	162	230
ENSG00000100300.13	TSPO	1982	1971	1793	1128	1642	2590	1811	2044
ENSG00000100304.12	TTLL12	616	910	407	330	479	818	429	579
ENSG00000159307.14	SCUBE1	151	239	24	30	370	295	24	44
ENSG00000236272.1	Z82214.3	0	0	0	0	0	0	0	0
ENSG00000234892.1	Z82214.2	0	0	0	0	0	0	0	0
ENSG00000203527.2	Z99756.1	0	0	0	0	1	0	0	0
ENSG00000236117.1	RP4-754E20__A.5	0	0	0	0	0	0	0	0
ENSG00000186732.9	MPPED1	0	0	0	0	0	0	0	0
ENSG00000223843.3	EFCAB6-AS1	0	0	0	0	0	0	1	0
ENSG00000186976.10	EFCAB6	60	29	69	34	73	71	48	36
ENSG00000233157.1	RP3-388M5.8	0	0	0	0	0	1	1	0
ENSG00000180150.5	HMGN2P9	0	0	0	0	0	0	0	0
ENSG00000261251.1	RP3-388M5.9	7	7	6	8	13	6	4	6
ENSG00000130540.9	SULT4A1	43	54	46	22	31	26	6	12
ENSG00000100341.7	PNPLA5	8	6	5	3	64	36	0	0
ENSG00000266837.1	Z97055.1	0	0	0	0	0	0	0	0
ENSG00000100344.6	PNPLA3	146	148	85	44	213	275	23	39
ENSG00000100347.10	SAMM50	834	820	854	492	870	913	597	623
ENSG00000224856.2	RP4-796I17.5	0	1	0	0	1	0	0	1
ENSG00000188677.10	PARVB	486	465	571	305	618	845	411	456
ENSG00000138964.12	PARVG	1	0	0	0	0	1	0	0
ENSG00000138944.7	KIAA1644	398	109	270	40	654	469	193	44
ENSG00000220702.1	RP1-32I10.10	0	0	1	0	0	1	0	0
ENSG00000236079.1	RP1-32I10.11	0	0	0	0	0	0	0	0
ENSG00000232655.1	CTA-397C4.2	1	0	0	0	0	0	0	0
ENSG00000228807.1	MRPS18CP6	0	0	0	0	0	0	0	1
ENSG00000188636.3	LDOC1L	1293	862	1203	506	1168	1492	930	855
ENSG00000215333.3	KRT18P23	0	0	0	0	0	0	0	0
ENSG00000187012.6	LINC00207	0	0	0	0	0	0	0	0
ENSG00000234300.1	LINC00229	1	0	0	0	2	0	0	0
ENSG00000231801.2	ANP32BP2	0	0	0	0	0	1	0	1
ENSG00000186654.16	PRR5	310	229	336	182	202	228	296	292
ENSG00000248405.5	PRR5-ARHGAP8	0	0	0	0	0	0	0	0
ENSG00000241484.5	ARHGAP8	3	3	1	2	3	0	2	1
ENSG00000056487.11	PHF21B	0	0	0	0	0	0	0	0
ENSG00000223730.1	RP1-127B20.4	0	0	0	0	0	0	0	0
ENSG00000230922.1	RP4-753M9.1	0	0	0	0	0	0	0	0
ENSG00000226328.2	CTA-217C2.1	80	140	102	120	137	232	61	98
ENSG00000273243.1	CTA-217C2.2	3	6	3	6	5	15	2	4
ENSG00000093000.14	NUP50	1221	1458	1191	973	1501	2108	873	1169
ENSG00000273353.1	CTA-268H5.12	1	2	0	0	1	1	1	2
ENSG00000100364.14	KIAA0930	2652	1904	2187	839	2758	2617	1608	1364
ENSG00000221598.1	MIR1249	6	3	4	1	2	7	2	3
ENSG00000273287.1	CTA-268H5.14	6	4	2	3	5	1	5	2
ENSG00000213752.3	CTA-268H5.9	0	0	0	0	0	0	0	0
ENSG00000100373.5	UPK3A	0	0	0	0	0	2	0	0
ENSG00000100376.7	FAM118A	649	550	1384	502	757	620	594	391
ENSG00000077935.12	SMC1B	3	0	3	4	7	4	4	4
ENSG00000128408.7	RIBC2	6	0	6	2	14	10	6	11
ENSG00000232363.1	RP1-102D24.5	7	5	12	5	3	4	4	3
ENSG00000077942.13	FBLN1	164999	140071	203221	121509	184524	209965	138829	145872
ENSG00000238120.1	CTA-941F9.9	72	57	102	46	108	78	68	45
ENSG00000251985.1	RNU6-1161P	0	0	0	0	0	0	0	0
ENSG00000130638.11	ATXN10	1980	1839	2525	1537	2302	3256	2010	1975
ENSG00000264160.1	MIR4762	0	0	0	0	0	0	0	0
ENSG00000235347.1	RP1-37M3.8	0	0	0	0	1	1	0	0
ENSG00000235091.1	WI2-85898F10.1	0	0	0	0	0	0	0	0
ENSG00000188064.5	WNT7B	0	0	0	0	0	0	0	0
ENSG00000265610.1	CR536603.1	0	0	0	0	0	0	0	0
ENSG00000273145.1	CITF22-92A6.1	26	7	22	11	19	20	22	14
ENSG00000231711.2	LINC00899	176	130	221	115	142	139	157	163
ENSG00000182257.5	C22orf26	12	8	27	10	28	19	11	19
ENSG00000273289.1	RP6-109B7.5	4	2	1	0	7	2	3	2
ENSG00000241990.1	RP6-109B7.3	13	27	19	20	9	29	13	26
ENSG00000197182.8	FLJ27365	93	101	89	60	122	145	97	94
ENSG00000231010.1	RP6-109B7.2	1	1	2	3	4	3	2	5
ENSG00000235159.1	RP6-109B7.4	5	0	3	2	2	3	2	2
ENSG00000266533.1	MIR3619	1	1	1	1	0	0	0	0
ENSG00000198986.1	MIRLET7A3	0	0	0	0	0	0	0	0
ENSG00000264147.1	MIR4763	0	0	0	0	0	0	0	0
ENSG00000207875.1	MIRLET7B	0	0	0	0	0	0	0	0
ENSG00000186951.12	PPARA	832	843	912	611	850	1173	757	1114
ENSG00000205643.6	CDPF1	136	121	131	79	157	160	125	102
ENSG00000130943.5	PKDREJ	30	27	49	15	29	21	26	22
ENSG00000075234.12	TTC38	420	518	442	295	745	1155	326	407
ENSG00000075218.14	GTSE1	6	21	9	9	12	11	20	11
ENSG00000100416.8	TRMU	359	421	311	199	369	499	318	326
ENSG00000075275.12	CELSR1	4	0	12	2	21	16	11	3
ENSG00000230634.1	RP5-996D20.3	0	0	0	0	0	0	0	0
ENSG00000234869.1	RP3-439F8.1	1	1	0	0	0	1	0	0
ENSG00000075240.12	GRAMD4	890	330	794	180	835	638	854	309
ENSG00000100422.9	CERK	1653	1324	1597	1055	1766	2202	1714	2019
ENSG00000260708.1	CTA-29F11.1	21	15	17	10	19	29	13	7
ENSG00000054611.9	TBC1D22A	602	499	743	399	644	857	524	578
ENSG00000221672.1	Z97351.1	0	0	0	0	0	0	0	0
ENSG00000224715.1	CITF22-49D8.1	1	0	0	0	1	0	0	0
ENSG00000218357.3	LL22NC03-75H12.2	0	0	0	0	0	0	0	0
ENSG00000205634.2	LINC00898	0	0	0	0	0	0	0	0
ENSG00000224271.1	RP11-191L9.4	0	0	0	0	0	0	0	0
ENSG00000232897.2	RP11-191L9.5	0	0	0	0	0	0	0	0
ENSG00000230345.1	RP13-455A7.1	0	0	0	0	0	0	0	0
ENSG00000235154.1	CTA-280A3__B.2	0	0	0	0	0	0	0	0
ENSG00000238192.1	LL22NC03-121E8.4	0	0	0	0	0	0	0	0
ENSG00000229275.1	LL22NC03-121E8.3	0	0	0	0	0	0	0	0
ENSG00000266508.1	MIR3201	0	0	0	0	0	0	0	0
ENSG00000233179.1	RP11-536P6.3	0	0	0	0	0	0	0	0
ENSG00000219438.4	FAM19A5	0	0	0	0	6	11	0	0
ENSG00000219016.3	CTA-299D3.8	0	0	0	0	0	0	0	0
ENSG00000266887.1	MIR4535	0	0	0	0	0	0	0	0
ENSG00000251912.1	AL954742.1	0	0	0	0	0	0	0	0
ENSG00000205632.2	WI2-81516E3.1	0	0	0	0	0	0	0	0
ENSG00000226142.2	RPL35P8	0	0	0	0	0	0	0	0
ENSG00000188511.8	C22orf34	0	0	0	0	0	0	0	0
ENSG00000264139.1	MIR3667	0	0	0	0	0	0	0	0
ENSG00000212939.2	RP1-29C18.10	0	0	0	0	0	0	0	0
ENSG00000213279.2	RP1-29C18.9	0	0	0	0	0	0	0	0
ENSG00000235111.1	RP1-29C18.8	0	0	0	0	0	0	0	0
ENSG00000226954.1	RP5-983L19.2	0	0	0	0	0	0	0	0
ENSG00000223142.1	RN7SKP252	0	0	0	0	0	0	0	0
ENSG00000214727.2	RPL5P35	0	0	0	0	0	0	0	1
ENSG00000100425.14	BRD1	773	650	814	407	873	1000	599	729
ENSG00000236867.1	RP3-522J7.5	0	1	0	0	1	1	1	0
ENSG00000260613.1	RP3-522J7.6	2	1	0	0	1	1	1	1
ENSG00000229409.1	RP11-494O16.3	0	0	0	0	0	0	1	0
ENSG00000100426.6	ZBED4	319	283	311	171	355	508	227	256
ENSG00000182858.9	ALG12	367	294	307	152	307	433	244	194
ENSG00000273192.1	CITF22-1A6.3	1	2	3	1	3	4	3	0
ENSG00000184164.10	CRELD2	1205	801	958	335	758	1231	488	498
ENSG00000198355.4	PIM3	290	300	234	144	246	260	190	224
ENSG00000188263.6	IL17REL	1	1	0	0	0	0	0	0
ENSG00000138892.7	TTLL8	0	0	0	0	0	0	0	0
ENSG00000100427.11	MLC1	37	29	8	4	5	8	9	9
ENSG00000073146.11	MOV10L1	119	64	105	32	164	86	111	54
ENSG00000073150.9	PANX2	103	68	55	16	76	71	80	56
ENSG00000170638.5	TRABD	371	493	411	223	350	501	317	422
ENSG00000273188.1	RP3-402G11.25	8	14	4	1	7	7	3	10
ENSG00000273253.1	RP3-402G11.26	24	14	25	6	23	19	20	10
ENSG00000073169.9	SELO	427	568	397	310	422	610	331	457
ENSG00000272836.1	RP3-402G11.27	4	9	11	5	5	6	11	5
ENSG00000273137.1	RP3-402G11.28	16	14	12	11	14	11	13	8
ENSG00000128159.7	TUBGCP6	1204	1256	1208	753	1065	1579	893	1212
ENSG00000100429.13	HDAC10	48	54	39	29	45	60	53	51
ENSG00000188130.9	MAPK12	460	513	515	282	452	720	414	446
ENSG00000185386.10	MAPK11	302	385	313	247	238	357	226	341
ENSG00000196576.10	PLXNB2	14628	9014	11962	5152	13295	15283	10033	8737
ENSG00000268427.1	AL022328.1	0	0	0	0	0	0	0	0
ENSG00000205593.7	DENND6B	145	131	154	69	114	158	110	103
ENSG00000227484.1	XX-C283C717.1	0	0	0	0	0	0	0	0
ENSG00000100239.11	PPP6R2	1185	1137	1282	761	1489	1853	1053	1156
ENSG00000242463.2	RN7SL500P	0	0	0	0	0	0	0	0
ENSG00000238604.1	Y_RNA	0	0	1	1	0	0	0	0
ENSG00000100241.16	SBF1	3134	2882	3374	1915	3297	4655	2684	3326
ENSG00000128165.7	ADM2	128	14	165	18	53	16	88	10
ENSG00000100253.8	MIOX	0	0	0	0	0	0	0	0
ENSG00000100258.13	LMF2	1595	1368	1589	875	1630	2211	1246	1382
ENSG00000025770.14	NCAPH2	423	362	392	193	347	441	293	259
ENSG00000130489.8	SCO2	93	126	113	61	135	141	67	96
ENSG00000272821.1	CTA-384D8.36	21	24	23	10	28	26	13	21
ENSG00000025708.8	TYMP	119	330	101	102	129	382	63	180
ENSG00000177989.9	ODF3B	43	51	30	16	48	85	26	57
ENSG00000272666.1	CTA-384D8.35	1	0	0	0	0	0	0	0
ENSG00000273272.1	CTA-384D8.34	0	0	0	0	0	0	0	0
ENSG00000226738.1	CTA-384D8.31	5	0	4	0	1	0	1	0
ENSG00000130487.4	KLHDC7B	19	2	23	1	2	4	8	0
ENSG00000217442.3	SYCE3	1	1	0	0	2	1	0	1
ENSG00000205560.8	CPT1B	2	1	3	3	2	4	2	9
ENSG00000254413.4	CHKB-CPT1B	0	0	0	0	0	0	0	0
ENSG00000100288.15	CHKB	15	28	32	16	39	41	35	20
ENSG00000205559.3	CHKB-AS1	2	0	7	6	7	9	4	3
ENSG00000272940.1	CTA-384D8.33	1	2	2	0	2	0	2	1
ENSG00000008735.10	MAPK8IP2	13	19	18	13	18	14	14	26
ENSG00000100299.13	ARSA	1039	839	1198	651	1213	1521	673	685
ENSG00000212569.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000251322.3	SHANK3	74	51	66	15	99	100	105	79
ENSG00000206841.1	RNU6-409P	0	0	0	0	0	0	0	0
ENSG00000225929.1	AC000036.4	0	0	0	0	0	0	0	0
ENSG00000100312.6	ACR	1	0	0	0	0	0	0	0
ENSG00000254499.1	AC002056.5	0	0	0	0	0	0	0	0
ENSG00000213683.3	AC002056.3	2	3	0	0	1	0	3	0
ENSG00000184319.11	AC002055.4	135	106	144	69	191	185	115	89
ENSG00000079974.13	RABL2B	75	47	77	29	60	114	57	52
ENSG00000228572.2	LL0YNC03-29C1.1	0	0	0	0	0	0	0	0
ENSG00000182378.8	PLCXD1	0	0	0	0	0	0	0	0
ENSG00000178605.8	GTPBP6	0	0	0	0	0	0	0	0
ENSG00000226179.1	LINC00685	0	0	0	0	0	0	0	0
ENSG00000167393.12	PPP2R3B	0	0	0	0	0	0	0	0
ENSG00000266731.1	AL732314.1	0	0	0	0	0	0	0	0
ENSG00000234958.1	FABP5P13	0	0	0	0	0	0	0	0
ENSG00000229232.1	KRT18P53	0	0	0	0	0	0	0	0
ENSG00000185960.8	SHOX	0	0	0	0	0	0	0	0
ENSG00000237531.1	RP11-309M23.1	0	0	0	0	0	0	0	0
ENSG00000225661.2	RPL14P5	0	0	0	0	0	0	0	0
ENSG00000205755.6	CRLF2	0	0	0	0	0	0	0	0
ENSG00000198223.10	CSF2RA	0	0	0	0	0	0	0	0
ENSG00000264510.1	BX649553.3	0	0	0	0	0	0	0	0
ENSG00000264819.1	BX649553.4	0	0	0	0	0	0	0	0
ENSG00000263980.1	BX649553.2	0	0	0	0	0	0	0	0
ENSG00000265658.1	MIR3690	0	0	0	0	0	0	0	0
ENSG00000263835.1	BX649553.1	0	0	0	0	0	0	0	0
ENSG00000223274.1	RNA5SP498	0	0	0	0	0	0	0	0
ENSG00000265350.1	RN7SL355P	0	0	0	0	0	0	0	0
ENSG00000185291.6	IL3RA	0	0	0	0	0	0	0	0
ENSG00000169100.8	SLC25A6	0	0	0	0	0	0	0	0
ENSG00000236871.2	LINC00106	0	0	0	0	0	0	0	0
ENSG00000236017.3	ASMTL-AS1	0	0	0	0	0	0	0	0
ENSG00000169093.10	ASMTL	0	0	0	0	0	0	0	0
ENSG00000182162.5	P2RY8	0	0	0	0	0	0	0	0
ENSG00000197976.6	AKAP17A	0	0	0	0	0	0	0	0
ENSG00000196433.7	ASMT	0	0	0	0	0	0	0	0
ENSG00000223511.1	RP13-297E16.4	0	0	0	0	0	0	0	0
ENSG00000234622.1	RP13-297E16.5	0	0	0	0	0	0	0	0
ENSG00000169084.8	DHRSX	0	0	0	0	0	0	0	0
ENSG00000223571.1	DHRSX-IT1	0	0	0	0	0	0	0	0
ENSG00000214717.5	ZBED1	0	0	0	0	0	0	0	0
ENSG00000223773.2	CD99P1	0	0	0	0	0	0	0	0
ENSG00000230542.1	LINC00102	0	0	0	0	0	0	0	0
ENSG00000002586.13	CD99	0	0	0	0	0	0	0	0
ENSG00000124343.8	XG	1077	820	1123	713	1300	1750	901	1254
ENSG00000251848.1	snoU13	1	0	3	1	0	0	0	1
ENSG00000056998.14	GYG2	232	226	311	180	301	505	207	263
ENSG00000235483.1	GYG2-AS1	0	0	0	0	0	0	0	0
ENSG00000006756.11	ARSD	413	326	524	306	584	630	488	606
ENSG00000229851.1	ARSD-AS1	0	0	0	0	0	0	0	0
ENSG00000157399.10	ARSE	73	58	43	25	172	136	28	39
ENSG00000205667.2	ARSH	0	0	0	0	0	0	0	0
ENSG00000062096.10	ARSF	1	0	0	0	1	0	0	1
ENSG00000239228.2	RN7SL578P	0	0	0	0	0	0	0	0
ENSG00000230249.1	RP13-824C8.2	0	0	0	0	0	0	0	0
ENSG00000228459.2	CXorf28	2	1	4	1	0	3	1	0
ENSG00000101825.7	MXRA5	5078	1934	12228	2412	6840	2950	5274	2528
ENSG00000213487.3	ASS1P4	0	0	0	0	0	0	0	0
ENSG00000212214.1	SNORA48	0	0	0	0	0	0	0	0
ENSG00000207435.1	RNU6-114P	0	0	0	0	0	0	0	0
ENSG00000183943.5	PRKX	228	192	306	142	281	314	222	205
ENSG00000207332.1	RNU6-146P	0	0	0	0	0	0	0	0
ENSG00000207320.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000236188.1	PRKX-AS1	0	0	0	0	0	0	0	0
ENSG00000182888.5	RP11-558O12.1	0	0	0	0	0	0	0	0
ENSG00000205664.6	RP11-706O15.1	56	49	64	32	44	37	79	53
ENSG00000234449.2	RP11-706O15.3	9	4	0	0	0	1	10	8
ENSG00000205663.5	RP11-706O15.5	35	10	0	0	7	4	0	0
ENSG00000205662.2	RP11-706O15.7	7	6	0	0	0	0	0	0
ENSG00000225722.1	RP11-706O15.8	0	0	0	0	0	0	0	0
ENSG00000264861.1	AC108683.1	0	0	0	0	0	0	0	0
ENSG00000236513.1	RP11-707P20.1	0	0	0	0	0	0	0	0
ENSG00000222834.1	AC074035.1	0	0	0	0	0	0	0	0
ENSG00000235039.1	MTND6P12	0	0	0	0	0	0	0	0
ENSG00000226313.1	RP11-585K14.2	0	0	0	0	0	0	0	0
ENSG00000238193.1	RP11-555H23.1	0	0	0	0	0	0	0	0
ENSG00000201660.1	SNORA20	0	0	0	0	0	0	0	0
ENSG00000236120.2	RP11-733O18.1	0	0	0	0	0	0	0	0
ENSG00000146938.10	NLGN4X	7	5	20	15	353	756	118	103
ENSG00000252291.1	SNORA31	0	0	0	0	0	0	0	0
ENSG00000229818.1	RP11-459A10.3	0	0	0	0	0	0	0	0
ENSG00000225962.1	RP11-459A10.2	0	0	0	0	0	0	0	0
ENSG00000265284.1	MIR4770	0	0	0	0	0	0	0	0
ENSG00000237730.1	RP11-459A10.1	0	1	1	0	0	0	0	1
ENSG00000169059.8	VCX3A	0	0	0	0	0	0	0	0
ENSG00000231217.1	RP11-1M18.1	4	0	0	0	0	2	1	0
ENSG00000237490.3	RP13-926M18.1	0	0	0	0	0	0	0	0
ENSG00000130021.9	HDHD1	280	274	282	178	307	499	451	437
ENSG00000228550.1	RP11-483M24.2	0	0	0	0	0	0	0	0
ENSG00000264268.1	MIR4767	4	2	3	0	3	8	8	7
ENSG00000101846.6	STS	1358	1755	1632	962	3192	4801	2578	2906
ENSG00000182583.8	VCX	0	0	0	0	0	0	0	0
ENSG00000006757.7	PNPLA4	119	140	175	86	203	221	141	141
ENSG00000230394.1	RP11-692P14.1	0	0	0	0	0	0	0	0
ENSG00000207628.1	MIR651	0	0	0	0	0	0	0	0
ENSG00000177504.9	VCX2	0	0	0	0	0	0	0	0
ENSG00000205642.5	VCX3B	0	0	0	0	0	0	0	0
ENSG00000011201.6	KAL1	1	0	0	0	0	0	0	0
ENSG00000225574.1	DRAXINP1	0	0	0	0	0	0	0	0
ENSG00000183304.6	FAM9A	0	0	0	0	0	0	0	0
ENSG00000231619.1	GS1-542M4.3	0	0	0	0	0	0	0	0
ENSG00000229012.1	GS1-542M4.4	0	0	0	0	0	0	0	0
ENSG00000225271.1	RP11-66N5.2	0	0	0	0	0	0	0	0
ENSG00000177138.11	FAM9B	0	0	0	0	1	0	0	0
ENSG00000200852.1	RNA5SP499	0	0	0	0	0	0	0	0
ENSG00000219870.2	RP11-430A19.2	0	0	0	0	0	0	0	0
ENSG00000228543.1	GS1-519E5.1	0	0	0	0	0	0	0	0
ENSG00000232111.1	RP11-126O22.1	0	0	22	17	0	0	0	0
ENSG00000101849.11	TBL1X	665	500	804	431	833	1096	716	728
ENSG00000101850.8	GPR143	0	0	0	0	0	0	0	0
ENSG00000146950.8	SHROOM2	31	46	52	35	51	318	26	39
ENSG00000215319.2	RP11-98L4.1	0	0	0	1	1	0	2	0
ENSG00000230326.1	HMGN1P33	0	0	0	0	0	0	0	0
ENSG00000206844.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000234469.2	AC002365.1	0	0	0	0	0	0	0	0
ENSG00000047644.13	WWC3	1182	1394	1733	979	1705	2936	1272	1658
ENSG00000225076.1	WWC3-AS1	0	0	0	0	0	1	0	0
ENSG00000202469.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000073464.7	CLCN4	512	637	767	570	452	530	404	680
ENSG00000222133.1	AC003666.1	0	0	0	0	0	1	0	0
ENSG00000227042.1	RP6-1O2.1	0	0	0	0	0	0	0	0
ENSG00000101871.10	MID1	2976	1752	3913	1400	4124	4239	2439	1885
ENSG00000207202.1	RNU6-800P	0	0	0	0	1	0	1	0
ENSG00000234129.3	RP11-120D5.1	4	3	5	4	5	4	4	3
